Neuron_0_of_Layer_0 Neuron_1_of_Layer_0 Neuron_2_of_Layer_0 Neuron_3_of_Layer_0 Neuron_4_of_Layer_0 Neuron_5_of_Layer_0 Neuron_6_of_Layer_0 Neuron_0_of_Layer_1
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 1,000000 5,622202
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 1,000000 4,380364
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 1,000000 5,614427
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 1,000000 5,387094
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,337043
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,414649
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,857529
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,953932
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 6,807646
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,762290
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,233352
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,681007
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,107828
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,384341
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 6,022540
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 7,601083
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,292503
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,932953
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 7,321685
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,373624
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,348051
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,005509
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,351183
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 6,716981
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,665011
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 6,023952
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,632355
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,887860
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,593458
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,186664
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,767618
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 6,415616
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,405185
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,528733
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 6,049664
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,099098
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,557480
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,685728
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,858533
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,877054
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,934442
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,625937
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,503753
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,324523
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,536684
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,803072
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 6,626035
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 6,268247
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 5,219571
1,000000 -1,000000 -1,000000 -1,000000 -1,000000 -1,000000 1,000000 4,221561
