Neuron_0_of_Layer_0 Neuron_1_of_Layer_0 Neuron_2_of_Layer_0 Neuron_3_of_Layer_0 Neuron_4_of_Layer_0 Neuron_5_of_Layer_0 Neuron_6_of_Layer_0 Neuron_7_of_Layer_0 Neuron_8_of_Layer_0 Neuron_9_of_Layer_0 Neuron_10_of_Layer_0 Neuron_11_of_Layer_0 Neuron_12_of_Layer_0 Neuron_13_of_Layer_0 Neuron_14_of_Layer_0 Neuron_15_of_Layer_0 Neuron_16_of_Layer_0 Neuron_17_of_Layer_0 Neuron_18_of_Layer_0 Neuron_19_of_Layer_0 Neuron_0_of_Layer_1 Neuron_1_of_Layer_1 Neuron_2_of_Layer_1 Neuron_3_of_Layer_1 Neuron_4_of_Layer_1 Neuron_5_of_Layer_1 Neuron_6_of_Layer_1 Neuron_7_of_Layer_1 Neuron_8_of_Layer_1 Neuron_9_of_Layer_1 Neuron_0_of_Layer_2
0,469465 1,000000 -0,136375 -1,000000 -0,999992 0,998871 0,659339 -0,993190 0,265634 0,960680 -0,775755 0,999780 0,915273 0,997053 -0,999998 0,999995 0,999994 -0,990036 0,997353 1,000000 0,999977 -1,000000 0,902138 -1,000000 -1,000000 -0,999945 1,000000 1,000000 -1,000000 1,000000 1,197313
-0,062472 0,999998 -0,999998 -0,999827 -0,716414 0,997836 -0,998452 0,980494 0,999263 -0,919354 0,999429 0,564269 1,000000 -0,924886 -0,628417 -0,988053 0,990420 0,985405 -0,131086 -0,232968 -0,999952 -1,000000 -0,999991 0,792103 0,994438 -0,991454 0,999967 1,000000 -1,000000 0,897306 13,929704
0,999870 1,000000 0,987244 -1,000000 -0,999959 1,000000 0,995851 -0,999961 0,830895 0,696362 -0,991753 1,000000 -0,935122 0,999781 -1,000000 1,000000 0,999604 -0,999902 0,999934 1,000000 1,000000 -0,999808 0,999511 -1,000000 -1,000000 -0,997089 1,000000 1,000000 -0,999161 1,000000 1,062316
-0,104613 1,000000 -0,226348 -1,000000 -0,999056 0,998494 0,030614 0,093646 0,979865 0,016765 0,970533 0,999942 0,980276 0,955439 -0,999797 0,935654 0,999980 -0,983505 0,829373 0,999794 0,747943 -1,000000 -0,949895 -1,000000 -0,999510 -0,999957 1,000000 1,000000 -1,000000 1,000000 3,432495
-0,675648 1,000000 0,941378 -1,000000 -0,999691 0,965172 -0,998127 -0,736720 -0,548277 0,997791 0,675574 0,999862 1,000000 -0,653765 -0,999990 0,995147 1,000000 -0,997847 -0,610522 1,000000 0,966547 -0,993748 -0,875060 -1,000000 -0,999989 -0,841494 1,000000 1,000000 -1,000000 1,000000 2,404442
0,826488 1,000000 0,594734 -1,000000 -0,999490 0,999874 -0,996053 -0,814064 0,146605 0,992254 0,512062 0,999447 1,000000 -0,566915 -0,999991 0,999590 0,999839 -0,988475 0,556106 1,000000 0,977171 -0,999999 -0,311953 -1,000000 -0,999975 -0,988229 1,000000 1,000000 -1,000000 1,000000 2,477003
0,717706 1,000000 0,843736 -1,000000 -0,999096 0,999274 -0,999952 -0,990757 -0,917860 0,999845 -0,781322 0,998771 1,000000 -0,984674 -0,999999 0,999977 1,000000 -0,993476 -0,478443 1,000000 0,999760 -0,999839 0,851386 -1,000000 -1,000000 -0,981480 1,000000 1,000000 -1,000000 1,000000 1,117413
0,999455 1,000000 0,059362 -1,000000 -0,991701 1,000000 -0,999765 -0,999227 -0,950703 0,999568 -0,987744 0,889022 1,000000 -0,847990 -1,000000 0,999998 0,999744 -0,441831 0,993338 1,000000 0,999222 -1,000000 0,728993 -1,000000 -0,999998 -0,999016 1,000000 1,000000 -1,000000 1,000000 1,375479
-0,545749 -0,581377 -1,000000 0,892254 0,993941 0,983396 -1,000000 0,999999 0,999996 -0,998445 1,000000 -0,994598 1,000000 -0,999996 0,999605 -1,000000 -0,954683 0,999998 -0,997598 -1,000000 -1,000000 -0,999993 -1,000000 1,000000 1,000000 -0,731397 -0,999978 -0,920656 -0,999999 -1,000000 35,670863
0,999999 1,000000 -0,980146 -0,965622 0,917304 1,000000 -0,999960 -0,930820 0,945970 0,725775 0,440946 0,951664 1,000000 -0,998716 -1,000000 0,673724 -0,749819 0,614718 0,968072 0,997763 -0,990635 -1,000000 -1,000000 -0,988198 0,243476 -0,999980 0,999998 1,000000 -1,000000 0,999999 8,238294
0,999623 1,000000 0,927941 -0,999999 -0,854232 1,000000 -0,999981 -0,995228 0,103007 0,997800 -0,356938 0,999921 1,000000 -0,999199 -0,999996 0,999075 0,999862 -0,997311 -0,688805 1,000000 0,997438 -0,999755 -0,022007 -1,000000 -0,999999 -0,911485 1,000000 1,000000 -1,000000 1,000000 1,962872
-0,140663 1,000000 0,945926 -0,999999 -0,965907 0,999451 -0,960873 0,985388 0,992876 0,195861 0,999618 0,999983 0,999988 -0,525233 -0,999355 -0,929164 0,999920 -0,994008 -0,874538 0,858321 -0,797070 -0,132205 -0,999970 -0,999999 -0,991914 -0,905268 1,000000 1,000000 -1,000000 0,999998 4,454134
0,999886 1,000000 -0,793008 -1,000000 -0,990195 1,000000 -0,955122 -0,999633 -0,595640 0,975376 -0,990904 0,929791 0,999998 0,794034 -1,000000 0,999999 0,998191 -0,180037 0,999863 1,000000 0,998948 -1,000000 0,813809 -1,000000 -0,999974 -0,999488 1,000000 1,000000 -1,000000 1,000000 1,221704
-0,490539 0,998473 -1,000000 -0,999999 -0,987175 0,704836 -0,999993 0,734490 0,980785 0,392057 0,984370 -0,968667 1,000000 -0,996229 -0,151732 0,766307 0,988983 0,999503 -0,012137 0,998741 -0,999571 -1,000000 -0,999613 0,641850 0,977789 -0,999992 0,999498 1,000000 -1,000000 0,962474 13,421555
