Neuron_0_of_Layer_0 Neuron_1_of_Layer_0 Neuron_2_of_Layer_0 Neuron_3_of_Layer_0 Neuron_4_of_Layer_0 Neuron_5_of_Layer_0 Neuron_6_of_Layer_0 Neuron_7_of_Layer_0 Neuron_8_of_Layer_0 Neuron_9_of_Layer_0 Neuron_10_of_Layer_0 Neuron_11_of_Layer_0 Neuron_12_of_Layer_0 Neuron_13_of_Layer_0 Neuron_14_of_Layer_0 Neuron_15_of_Layer_0 Neuron_16_of_Layer_0 Neuron_17_of_Layer_0 Neuron_18_of_Layer_0 Neuron_19_of_Layer_0 Neuron_20_of_Layer_0 Neuron_21_of_Layer_0 Neuron_22_of_Layer_0 Neuron_23_of_Layer_0 Neuron_24_of_Layer_0 Neuron_25_of_Layer_0 Neuron_26_of_Layer_0 Neuron_27_of_Layer_0 Neuron_28_of_Layer_0 Neuron_29_of_Layer_0 Neuron_30_of_Layer_0 Neuron_31_of_Layer_0 Neuron_32_of_Layer_0 Neuron_33_of_Layer_0 Neuron_34_of_Layer_0 Neuron_35_of_Layer_0 Neuron_36_of_Layer_0 Neuron_37_of_Layer_0 Neuron_38_of_Layer_0 Neuron_39_of_Layer_0 Neuron_40_of_Layer_0 Neuron_41_of_Layer_0 Neuron_42_of_Layer_0 Neuron_43_of_Layer_0 Neuron_44_of_Layer_0 Neuron_45_of_Layer_0 Neuron_46_of_Layer_0 Neuron_47_of_Layer_0 Neuron_48_of_Layer_0 Neuron_49_of_Layer_0 Neuron_0_of_Layer_1 Neuron_1_of_Layer_1 Neuron_2_of_Layer_1 Neuron_3_of_Layer_1 Neuron_4_of_Layer_1 Neuron_5_of_Layer_1 Neuron_6_of_Layer_1 Neuron_7_of_Layer_1 Neuron_8_of_Layer_1 Neuron_9_of_Layer_1 Neuron_10_of_Layer_1 Neuron_11_of_Layer_1 Neuron_12_of_Layer_1 Neuron_13_of_Layer_1 Neuron_14_of_Layer_1 Neuron_15_of_Layer_1 Neuron_16_of_Layer_1 Neuron_17_of_Layer_1 Neuron_18_of_Layer_1 Neuron_19_of_Layer_1 Neuron_0_of_Layer_2 Neuron_1_of_Layer_2 Neuron_2_of_Layer_2 Neuron_3_of_Layer_2 Neuron_4_of_Layer_2 Neuron_5_of_Layer_2 Neuron_6_of_Layer_2 Neuron_7_of_Layer_2 Neuron_8_of_Layer_2 Neuron_9_of_Layer_2 Neuron_0_of_Layer_3
-0,977878 -0,995249 -0,950734 0,918366 -0,538223 0,984293 0,999325 0,156257 -0,990264 0,167917 0,999800 0,899827 0,999990 0,995603 0,825445 -0,999040 -0,661173 0,872315 0,998702 -0,999987 -0,987812 -1,000000 0,975323 -0,590161 -0,976576 -0,971460 -1,000000 0,977125 -1,000000 -0,999987 -0,958371 -1,000000 0,995316 0,999986 -0,999992 -0,998815 0,999886 0,069216 1,000000 0,999872 0,993331 -0,999999 -0,360011 -0,998586 -0,827587 0,999627 0,841195 -1,000000 0,720195 0,588032 -0,950664 0,919019 0,999996 0,739467 1,000000 0,999892 1,000000 0,999982 -1,000000 1,000000 -0,999979 1,000000 0,999109 -0,996562 1,000000 0,999950 -0,992202 1,000000 0,969431 1,000000 0,999991 1,000000 -0,996272 -1,000000 -0,145378 -0,999926 0,931181 0,984815 -0,999999 -0,948290 11,499954
-0,493753 0,838447 -0,626977 0,921600 0,598302 0,999906 0,997083 0,899186 0,980791 0,295826 0,999527 -0,991197 0,999979 0,999305 0,888533 -0,999128 0,981223 -0,377491 -0,940978 -0,999962 -1,000000 0,955179 0,557578 -0,947502 -0,981075 -0,947316 -1,000000 0,843901 -1,000000 -0,999993 -0,999978 -0,999998 -0,976707 0,899007 -0,984304 -0,996683 -0,977337 -0,995509 0,958364 0,999612 0,997331 -0,999729 -0,999948 -0,910335 0,969195 0,999700 0,175904 -1,000000 0,276423 0,852038 -0,999999 -0,999355 0,999897 -0,999999 1,000000 1,000000 1,000000 0,445068 -0,975713 1,000000 -1,000000 0,999996 0,999995 -0,999995 1,000000 0,836977 0,984378 1,000000 0,996150 0,999983 0,999963 1,000000 -1,000000 -1,000000 0,996805 -0,996952 0,999986 0,081018 -0,999953 -0,998722 16,771945
-0,558473 0,999453 -1,000000 0,999991 -0,994980 0,999530 -0,990384 -0,999935 0,999987 -1,000000 -0,485025 -0,926490 0,454738 0,611493 -0,999894 0,999458 0,999348 -0,999479 -0,997892 0,998504 -0,787758 0,976166 1,000000 0,993630 0,430510 -0,999680 0,926756 0,902626 -0,843215 1,000000 -0,996859 0,993650 -0,978224 -1,000000 -0,967972 1,000000 -0,999998 -1,000000 -0,961044 -0,999489 0,995915 0,999978 -1,000000 0,999908 0,999876 -1,000000 1,000000 0,997787 1,000000 0,426554 1,000000 0,708058 1,000000 -1,000000 -1,000000 -1,000000 -0,997941 1,000000 0,999798 -1,000000 0,821007 0,999998 1,000000 -1,000000 1,000000 1,000000 -1,000000 -0,997401 1,000000 -1,000000 0,995824 -1,000000 0,999573 -0,990150 -1,000000 -0,995913 -0,715138 0,999950 -0,982887 -0,999747 0,904513
-0,808481 0,999125 -0,999995 0,999900 -0,999760 0,999996 -0,999999 -1,000000 -0,121917 -1,000000 0,982184 0,999332 -0,982196 -0,844091 -1,000000 1,000000 0,406366 -0,999998 0,999921 0,999988 1,000000 -0,999982 1,000000 1,000000 -0,850917 -0,999997 0,994201 0,999971 0,973022 1,000000 0,994330 0,999994 0,994994 -1,000000 -1,000000 1,000000 -0,805569 -1,000000 0,999684 -0,999976 0,992143 0,999998 -0,999998 0,999999 -0,523552 -1,000000 1,000000 0,999971 1,000000 0,999831 1,000000 0,999993 1,000000 -0,999998 -1,000000 -1,000000 -1,000000 1,000000 0,999999 -1,000000 1,000000 1,000000 1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 0,995446 -1,000000 0,999710 -0,989949 -1,000000 -0,997701 -0,835677 0,999958 -0,995155 -0,999705 0,929489
0,999639 0,084890 -1,000000 0,999996 -0,997842 -0,927857 0,945981 -0,991376 -0,998539 -1,000000 -0,671239 -0,222685 -0,762720 -0,994856 0,780289 0,938778 0,999999 0,998463 -0,999994 -0,908423 0,982581 -0,927431 0,999996 -0,993884 0,999145 -0,934903 0,005907 -0,660701 -1,000000 0,999996 -0,998703 -0,998727 -0,998641 -0,378774 -0,739615 0,988609 -0,408907 -1,000000 -0,632460 -0,340413 -0,999431 -0,754502 -1,000000 0,646545 0,999926 -1,000000 0,998944 -0,999749 1,000000 -0,880060 -0,999877 0,999995 1,000000 -0,998113 1,000000 -0,187334 1,000000 0,999416 1,000000 1,000000 -1,000000 1,000000 0,999994 -0,961728 0,999997 0,904646 -0,995009 1,000000 0,794182 -0,702233 0,941499 0,999995 -0,936920 -0,999939 -0,947776 -0,999557 1,000000 0,955209 -0,999892 -0,968220 9,322618
-0,999748 -0,987227 0,999628 -0,700881 -0,901630 0,386184 0,754726 -0,999508 0,999794 -1,000000 -0,820095 -0,225555 0,920353 0,999764 -0,998748 0,947418 -0,912248 0,975743 0,997181 -0,423772 0,999952 -0,921961 1,000000 0,999979 -0,918785 0,992903 -0,999999 1,000000 0,036995 0,999806 -0,861787 0,995211 0,999988 0,987246 -0,998471 0,605193 -0,999976 -1,000000 0,999978 0,992190 0,999043 -0,382820 -0,955839 1,000000 -0,997783 -1,000000 1,000000 -0,906430 0,999995 0,992559 0,999990 0,999997 1,000000 -0,994815 -0,976265 -1,000000 1,000000 1,000000 0,997016 0,977164 -0,978697 1,000000 0,999301 -0,999888 1,000000 1,000000 -1,000000 1,000000 1,000000 -0,999999 0,995490 0,700284 0,998658 -0,999977 -0,999994 -0,971026 1,000000 0,943491 -0,997725 -0,994961 5,273406
-0,342429 0,081841 0,999994 -0,933108 -0,998672 0,986622 -0,994082 -0,999993 -0,851894 -1,000000 0,617787 0,992714 -0,998343 -0,571358 -0,999658 0,999999 -0,513269 0,928212 0,999665 0,945252 1,000000 -0,527701 1,000000 0,999995 -0,942221 0,763452 -0,997310 1,000000 -0,754333 1,000000 0,860974 0,999752 0,999794 0,786434 -0,999971 0,983689 -0,999673 -1,000000 0,999995 0,622202 -0,099370 0,679256 -0,993619 1,000000 -0,999640 -1,000000 1,000000 -0,458696 0,999995 0,999991 1,000000 0,999968 1,000000 -0,954362 -1,000000 -1,000000 -0,953299 1,000000 0,999998 -0,999994 0,999997 0,999999 1,000000 -0,999991 1,000000 1,000000 -1,000000 0,999865 1,000000 -1,000000 0,705411 -0,999993 0,999960 -0,923883 -1,000000 -0,999698 0,997010 0,999715 -0,999737 -0,999759 0,755115
-0,998885 -0,999058 0,103406 0,999867 0,985572 0,511274 -0,111851 -0,991543 0,996439 -0,999999 0,118438 -0,766325 0,995675 1,000000 -0,994459 0,098748 -0,016343 -0,986842 0,999914 -0,989573 1,000000 -1,000000 1,000000 1,000000 0,716576 0,954911 -1,000000 1,000000 0,968004 0,999932 -0,945995 0,999640 0,999997 -0,232334 -0,991175 0,804696 -0,031085 -1,000000 0,999599 0,982046 0,999908 0,765658 -0,997850 0,999435 -0,966156 -1,000000 0,999999 0,750767 0,999997 0,951990 1,000000 0,999977 1,000000 -1,000000 -0,999978 -1,000000 0,999681 1,000000 -0,118933 -0,860078 1,000000 1,000000 0,994987 -0,999998 1,000000 1,000000 -1,000000 0,680236 1,000000 -1,000000 0,999744 -0,218410 0,999785 -0,999999 -1,000000 -0,998480 0,855936 0,998385 -0,997389 -0,996371 3,499050
-0,999986 0,840031 -0,465330 -0,390687 -0,901109 1,000000 -0,948503 -0,997302 0,957962 -0,720155 0,999998 0,993502 0,999524 0,980077 -0,999415 0,667343 -0,998711 -0,999729 1,000000 0,008907 -0,986562 -0,999992 0,999869 0,999607 -0,999967 -0,999975 -1,000000 0,999976 -0,999979 -0,846262 0,727774 -0,998787 0,999882 0,890350 -1,000000 0,765307 0,823342 -0,997908 1,000000 0,827272 0,999999 -0,983672 0,572566 0,933386 -0,995553 0,075707 0,999994 -0,999925 0,999914 0,999940 1,000000 0,999969 1,000000 -0,994746 -0,999999 -1,000000 0,998371 1,000000 0,986582 -0,999430 0,999744 1,000000 0,999995 -0,999816 1,000000 1,000000 -1,000000 0,999991 1,000000 -1,000000 0,989291 -0,762061 0,999914 -0,999988 -1,000000 -0,998572 0,999789 0,997787 -0,994444 -0,998857 2,568577
-0,995789 0,002670 -0,131092 -0,863263 -0,999785 0,999447 0,237965 -0,999669 -0,916831 -0,999657 0,998422 0,998783 0,890198 -0,959703 -0,993932 0,982525 -0,939919 0,923012 0,999820 0,160473 -0,599377 -0,999230 1,000000 0,871731 -0,998083 -0,998115 -0,999833 0,999565 -1,000000 0,812324 0,716088 -0,999619 0,997998 0,999036 -1,000000 0,679926 -0,105739 -0,999994 1,000000 0,818836 0,977093 -0,997948 -0,576475 0,999298 -0,987232 -0,995643 0,999991 -0,999998 0,999966 0,998565 1,000000 0,999999 1,000000 -0,926673 -1,000000 -1,000000 0,999957 1,000000 0,999998 0,119304 0,343699 1,000000 1,000000 -0,999916 1,000000 1,000000 -1,000000 1,000000 1,000000 -0,999324 0,988044 -0,198696 0,999708 -0,999985 -1,000000 -0,994629 1,000000 0,989067 -0,993011 -0,998630 3,458651
-0,999164 0,996846 -0,999694 0,999994 0,996612 1,000000 -0,999622 -0,973409 0,999999 -0,994889 0,999850 -0,988858 0,999914 1,000000 -0,999743 0,446378 0,766510 -1,000000 0,999305 -0,330628 0,386038 -0,998667 0,995095 1,000000 -0,959444 -0,999834 -1,000000 0,999961 0,847828 0,991638 -0,996738 0,998169 0,885576 -1,000000 -0,999054 0,999284 -0,981125 -0,999999 0,579838 -0,634260 1,000000 0,999672 -0,999999 0,919676 0,909468 -0,999554 0,999993 0,998014 0,999999 0,998664 1,000000 1,000000 1,000000 -1,000000 -1,000000 -1,000000 -0,986643 1,000000 0,937201 -0,999998 0,999999 1,000000 1,000000 -1,000000 1,000000 1,000000 -1,000000 -0,999966 1,000000 -1,000000 0,996851 -1,000000 0,999777 -0,992050 -1,000000 -0,996447 -0,887958 0,999933 -0,992714 -0,999842 0,944862
-0,999343 0,996980 -0,999979 -0,978310 -1,000000 0,999986 0,069080 -0,999990 -0,200909 -0,990665 0,999045 0,999792 0,863843 -0,999999 -0,999469 0,998797 -0,934652 0,978060 0,981123 0,998048 -1,000000 -0,107293 1,000000 -0,984393 -0,999909 -1,000000 0,791634 0,276927 -1,000000 0,956010 0,892993 -1,000000 0,356712 0,990653 -1,000000 0,998382 -0,989379 -1,000000 1,000000 -0,909068 0,984149 -0,995120 -0,922034 0,998701 -0,242187 -0,973850 0,999999 -1,000000 1,000000 0,991012 1,000000 1,000000 0,999997 0,728272 -1,000000 -1,000000 -0,766054 1,000000 1,000000 -1,000000 -0,962976 0,999958 1,000000 -0,999999 1,000000 1,000000 -1,000000 0,995361 1,000000 -1,000000 0,993562 -0,999969 0,999984 -0,974234 -1,000000 -0,999593 0,491134 0,999757 -0,999998 -0,994148 1,737831
-0,999470 0,999997 0,999999 -0,999966 -0,997676 1,000000 -0,999971 -0,999902 0,999814 -0,999698 0,999999 0,940284 0,226991 -0,263289 -0,999986 0,999982 -0,998199 -0,999872 0,999998 0,996897 -0,999951 0,999999 0,999970 0,999955 -1,000000 -0,999927 -0,999928 1,000000 -0,999250 -0,253382 0,425841 0,402318 0,918281 -0,903648 -1,000000 0,965778 -1,000000 -1,000000 1,000000 0,450716 0,999997 0,191737 -0,941264 1,000000 -0,999593 -0,997346 0,999999 -0,987221 0,998688 1,000000 1,000000 0,999998 1,000000 -0,999950 -1,000000 -1,000000 -0,504304 1,000000 0,764502 -0,999998 1,000000 1,000000 1,000000 -0,999999 1,000000 1,000000 -1,000000 0,869362 1,000000 -1,000000 0,951843 -0,999964 0,999955 -0,996154 -1,000000 -0,999083 0,990954 0,999478 -0,999288 -0,999664 2,271122
-0,987713 -0,731004 -0,995219 0,999958 -0,614173 0,987138 -0,999139 -0,999991 0,415355 -1,000000 0,781961 0,962253 -0,244769 0,998899 -0,999826 0,999899 0,454528 -0,999332 0,999946 0,872572 1,000000 -1,000000 1,000000 1,000000 0,739819 -0,953356 -0,999342 0,999999 0,949950 1,000000 0,574651 0,999953 0,999982 -0,995404 -0,999966 0,999962 0,664325 -1,000000 0,999915 -0,875395 0,998256 0,997823 -0,999660 0,999987 -0,934587 -1,000000 1,000000 0,996279 1,000000 0,998096 1,000000 0,958714 1,000000 -0,998919 -1,000000 -1,000000 -0,999990 1,000000 0,969426 -1,000000 1,000000 1,000000 0,999998 -1,000000 1,000000 1,000000 -1,000000 -0,961435 1,000000 -1,000000 0,997110 -1,000000 0,999794 -0,989805 -1,000000 -0,996797 -0,848497 0,999947 -0,990927 -0,999808 0,822842
-0,999995 -0,992165 0,990218 0,165277 0,246876 0,999757 0,479224 -0,980532 0,747874 -0,988656 0,999695 0,964171 0,999757 0,999983 -0,994696 -0,517409 -0,997779 -0,941699 1,000000 -0,991966 0,997316 -1,000000 0,999999 0,999985 -0,998576 -0,861087 -1,000000 0,999999 -0,998416 -0,826343 0,165409 -0,926029 0,999999 0,999142 -1,000000 -0,873442 0,940526 -0,996847 1,000000 0,998160 0,999996 -0,997793 0,833870 0,987760 -0,999798 -0,775041 0,999980 -0,999932 0,997299 0,999480 1,000000 1,000000 1,000000 -0,855889 -0,996835 -0,999999 0,999986 1,000000 -0,999959 0,272029 0,998449 1,000000 0,929574 -0,934612 1,000000 1,000000 -1,000000 0,999402 0,999996 -0,999853 0,999972 0,750582 0,999586 -1,000000 -1,000000 -0,999060 0,994467 0,991678 -0,998234 -0,996372 5,126305
-0,853447 0,999932 0,998082 0,118581 -0,999103 1,000000 -1,000000 -1,000000 0,380567 -1,000000 0,999528 0,998269 -0,997436 -0,372549 -0,999999 1,000000 -0,833472 -0,999986 0,999996 0,999898 0,999999 0,043129 1,000000 1,000000 -0,999142 -0,999825 -0,416678 1,000000 0,964228 1,000000 0,975095 0,999998 0,998147 -0,999980 -1,000000 0,999998 -0,999502 -1,000000 0,999980 -0,990952 0,998229 0,999920 -0,999850 1,000000 -0,999098 -1,000000 1,000000 0,999280 1,000000 1,000000 1,000000 0,999998 1,000000 -0,997163 -1,000000 -1,000000 -1,000000 1,000000 0,999993 -1,000000 1,000000 0,999999 1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 0,996712 -1,000000 0,999889 -0,988976 -1,000000 -0,996294 -0,918698 0,999957 -0,995462 -0,999827 0,738556
-0,989450 0,953864 1,000000 -0,998847 -0,933720 1,000000 -0,999975 -0,999975 -0,032463 -1,000000 0,999715 0,993790 -0,979176 0,984227 -0,999939 0,999999 -0,996024 -0,990393 1,000000 0,847077 1,000000 -0,337072 1,000000 1,000000 -0,999927 -0,271432 -0,999999 1,000000 -0,102236 0,998712 0,938406 0,999907 0,999995 0,614987 -1,000000 0,869776 -0,999125 -0,999999 1,000000 0,960277 0,999079 0,377335 -0,607496 1,000000 -0,999998 -1,000000 1,000000 -0,399518 0,997143 1,000000 1,000000 0,999640 1,000000 -0,991023 -1,000000 -1,000000 -0,999660 1,000000 1,000000 -1,000000 1,000000 0,999994 1,000000 -1,000000 1,000000 1,000000 -1,000000 -0,992609 1,000000 -1,000000 0,996237 -1,000000 0,999829 -0,988711 -1,000000 -0,996912 -0,844191 0,999958 -0,991688 -0,999710 0,876939
0,835942 0,999349 0,999999 -0,984496 -0,991913 1,000000 -0,999971 -0,999757 -0,999883 -0,999999 0,999999 0,998811 -0,972365 -0,809762 -0,996720 0,999997 -0,738352 -0,993022 0,999996 0,247187 0,997691 0,133231 0,938476 0,999936 -0,999912 -0,999269 -0,999965 1,000000 -0,999976 0,604460 0,900437 -0,074843 0,966061 0,091887 -1,000000 0,605353 -0,639405 -0,997833 1,000000 0,842585 0,830788 -0,808663 -0,987748 1,000000 -0,999757 -0,999979 0,999900 -0,998827 0,880522 1,000000 1,000000 0,999998 1,000000 -0,864525 -1,000000 -1,000000 0,675079 1,000000 1,000000 -0,903453 1,000000 1,000000 1,000000 -1,000000 1,000000 1,000000 -1,000000 0,702721 1,000000 -1,000000 0,989357 -0,986879 0,999923 -0,999975 -1,000000 -0,997981 0,999421 0,998916 -0,986512 -0,998694 2,318710
-0,959918 0,997769 0,999929 -0,997529 -0,999684 1,000000 -0,998269 -0,999935 -0,646172 -0,999994 0,999920 0,996197 -0,706477 -0,962712 -0,999323 0,999977 -0,944059 -0,744031 0,999939 0,905396 -0,408351 0,951850 0,999996 0,998679 -0,999967 -0,998616 -0,999559 0,999998 -0,999983 0,891828 0,711189 -0,768644 0,978643 0,830732 -1,000000 0,917199 -0,998209 -0,999999 1,000000 0,684677 0,989808 -0,870390 -0,961045 1,000000 -0,998729 -0,999947 0,999997 -0,999536 0,999551 1,000000 1,000000 0,999959 1,000000 -0,999525 -1,000000 -1,000000 -0,454721 1,000000 1,000000 -0,997474 1,000000 0,999999 1,000000 -0,999999 1,000000 1,000000 -1,000000 0,987763 1,000000 -0,999999 0,778032 -0,999935 0,999957 -0,994586 -1,000000 -0,999211 0,998548 0,999589 -0,998758 -0,999731 1,641976
-0,988849 0,730325 1,000000 -0,999772 -0,999980 0,999510 -0,995995 -0,999999 -0,923096 -1,000000 0,943182 0,999643 -0,997997 -0,983597 -0,999934 1,000000 -0,991014 0,952000 0,999991 0,990733 0,999994 0,256306 1,000000 0,999989 -0,999672 -0,273866 -0,996588 1,000000 -0,987087 0,999983 0,979528 0,990091 0,999979 0,996362 -1,000000 0,990126 -0,999814 -1,000000 1,000000 0,720911 0,807006 -0,533032 -0,452184 1,000000 -0,999989 -1,000000 1,000000 -0,983723 0,999994 1,000000 1,000000 0,999488 1,000000 0,741996 -1,000000 -1,000000 -0,989292 1,000000 1,000000 -0,999999 0,999847 0,999993 1,000000 -0,999996 1,000000 1,000000 -1,000000 0,997117 1,000000 -1,000000 0,950038 -0,999998 0,999996 -0,954527 -1,000000 -0,999814 -0,284167 0,999922 -0,999980 -0,998806 1,072471
0,999914 0,999703 0,752311 0,405906 -0,999946 0,999969 -0,977898 -0,999426 -0,999942 -1,000000 0,998932 0,962152 -0,987577 -0,999610 -0,860712 0,999987 0,997430 0,653379 -0,828257 0,055365 0,042799 0,999322 0,994117 0,075300 -0,956545 -0,998777 -0,629821 0,996822 -1,000000 0,984104 -0,773835 -0,970179 -0,994872 -0,748912 -0,999820 0,938876 -0,986869 -0,999999 0,991474 0,020242 -0,996966 -0,617207 -0,999999 0,999991 0,451041 -0,999998 0,997820 -0,999834 0,998868 0,999889 0,999999 0,999999 1,000000 -1,000000 -0,995265 -1,000000 0,982728 1,000000 0,999998 -0,999489 -1,000000 1,000000 1,000000 -1,000000 1,000000 1,000000 -1,000000 1,000000 1,000000 -1,000000 0,993920 -0,162897 0,999751 -0,999990 -1,000000 -0,993155 0,999981 0,994809 -0,999315 -0,995369 3,687204
-0,922793 0,999976 0,999853 -0,992275 -0,999836 1,000000 -0,999767 -0,999994 0,999780 -1,000000 0,984445 0,590896 -0,959464 -0,846938 -0,999974 1,000000 -0,202353 -0,938594 0,951807 0,998919 -0,780529 1,000000 1,000000 0,999866 -0,999895 -0,990631 -0,836816 0,999997 -0,954094 0,999912 -0,524574 0,998257 0,187846 -0,994157 -0,999952 0,999759 -1,000000 -1,000000 0,998091 -0,597131 0,995776 0,987585 -0,999973 1,000000 -0,955069 -1,000000 1,000000 0,242580 0,999999 0,999998 1,000000 0,999995 1,000000 -0,999998 -1,000000 -1,000000 -0,999999 1,000000 0,998399 -1,000000 1,000000 1,000000 1,000000 -0,999995 1,000000 1,000000 -1,000000 -0,998228 1,000000 -1,000000 0,996894 -1,000000 0,999859 -0,993325 -1,000000 -0,993518 -0,826886 0,999969 -0,990495 -0,999499 0,837893
-0,999970 0,995754 -0,999046 -0,934392 -0,999951 1,000000 -0,949999 -0,999870 -0,685178 -0,565836 0,999999 0,999800 0,996225 -0,998076 -0,999475 0,982191 -0,993775 -0,969679 0,999995 0,930818 -0,999999 -0,999609 0,999408 0,275590 -0,999995 -1,000000 -0,998594 0,990652 -1,000000 -0,779466 0,909264 -0,999999 0,966889 0,967593 -1,000000 0,978827 0,686847 -0,999743 1,000000 -0,459242 0,999973 -0,997191 -0,047722 0,846308 -0,939336 0,745196 0,999992 -0,999999 0,999994 0,999946 1,000000 0,999690 1,000000 0,077392 -1,000000 -1,000000 0,952649 1,000000 1,000000 -0,976837 1,000000 1,000000 1,000000 -0,999976 1,000000 1,000000 -1,000000 0,999334 1,000000 -0,999987 0,993125 -0,781529 0,999987 -0,999998 -1,000000 -0,999439 0,989560 0,999212 -0,996824 -0,997484 2,599919
0,593827 1,000000 -0,995757 0,115529 -0,999519 1,000000 -0,994316 -0,990660 0,240502 -0,895617 1,000000 0,708054 0,987995 -0,991459 -0,990824 0,995332 0,899265 -0,999462 -0,070967 0,403495 -1,000000 0,999990 -0,966452 -0,828939 -0,999988 -1,000000 -0,962012 0,603238 -1,000000 -0,994405 -0,918483 -0,999968 -0,999939 -0,999485 -0,999997 0,951672 -0,997199 -0,999912 0,997165 -0,681095 0,995680 -0,355288 -0,999999 0,908081 0,969288 0,717779 0,973664 -0,999976 0,998042 0,999907 1,000000 0,999963 1,000000 -0,999921 0,197963 -0,999970 1,000000 1,000000 0,999897 0,934072 -0,697759 1,000000 1,000000 -1,000000 0,999761 1,000000 -1,000000 1,000000 1,000000 -0,999996 0,970804 0,953436 0,938385 -0,999995 -0,999944 -0,993543 1,000000 0,975888 -0,999607 -0,999141 5,364958
0,683061 0,992535 0,508267 -0,975935 -1,000000 0,999933 -0,996344 -1,000000 -0,999999 -1,000000 0,999204 0,999990 -0,999124 -1,000000 -0,999108 1,000000 -0,432876 0,966249 0,998724 0,996261 0,979251 -0,904921 1,000000 0,910778 -0,998354 -0,999956 0,932196 0,999810 -1,000000 0,999943 0,993170 -0,986923 0,934289 0,979777 -1,000000 0,999391 -0,573298 -1,000000 1,000000 -0,880184 -0,973986 -0,898470 -0,986595 1,000000 -0,993006 -1,000000 1,000000 -0,999922 0,999999 0,999988 1,000000 1,000000 1,000000 0,852235 -1,000000 -1,000000 -0,997947 1,000000 1,000000 -1,000000 -0,897678 0,999999 1,000000 -1,000000 1,000000 1,000000 -1,000000 0,798514 1,000000 -1,000000 0,963011 -0,999998 0,999986 -0,938162 -1,000000 -0,999307 -0,356220 0,999891 -0,999997 -0,993653 0,867862
0,999879 1,000000 -0,999776 0,999787 -0,999674 1,000000 -0,999958 -0,999815 0,045365 -1,000000 0,999892 -0,023237 -0,639044 -0,956914 -0,998707 0,999999 0,999739 -0,999951 -0,997324 0,965243 -0,997267 0,999999 0,642210 0,976245 -0,973828 -1,000000 0,976252 0,927945 -0,999609 0,999354 -0,962225 0,948484 -0,999992 -1,000000 -0,998174 0,999990 -0,999938 -1,000000 -0,982152 -0,998462 0,240811 0,999905 -1,000000 0,999984 0,998369 -1,000000 0,999559 0,705115 0,999999 0,999363 1,000000 0,917916 1,000000 -1,000000 -1,000000 -1,000000 -0,999987 1,000000 -0,145118 -1,000000 0,969590 0,999999 1,000000 -1,000000 1,000000 1,000000 -1,000000 -0,787073 1,000000 -1,000000 0,999775 -1,000000 0,999763 -0,998403 -1,000000 -0,998209 -0,999274 0,999981 -0,997925 -0,998726 0,786016
0,979166 0,999999 -0,999237 0,928122 -0,997497 1,000000 -0,790406 -0,783988 0,964180 -0,920051 0,999995 -0,858381 0,997709 -0,918592 -0,801475 0,847500 0,998412 -0,995365 -0,997959 -0,713293 -1,000000 1,000000 -0,941085 -0,993878 -0,999582 -0,999999 -0,990224 -0,551985 -1,000000 -0,996395 -0,999010 -0,999977 -0,999999 -0,999666 -0,998633 0,698137 -0,999914 -0,999992 -0,010390 -0,061141 0,959797 -0,457415 -1,000000 0,569509 0,999558 0,836234 0,639867 -0,999971 0,996314 0,995665 0,968160 0,999847 1,000000 -1,000000 0,999940 -0,762171 1,000000 0,999988 0,999538 0,999872 -0,999986 0,999998 1,000000 -0,999974 0,999979 1,000000 -1,000000 1,000000 1,000000 -0,999990 0,926195 0,995833 0,088972 -0,999993 -0,999764 -0,996526 1,000000 0,990263 -0,999949 -0,997633 7,158689
0,999995 0,999914 0,984117 -0,076791 -0,999912 1,000000 -0,995660 -0,997558 -1,000000 -0,999998 0,999997 0,991669 -0,988858 -0,999836 -0,483380 0,999993 0,992840 -0,179629 0,296862 -0,674378 -0,465374 0,995666 -0,856165 -0,033125 -0,995141 -0,999926 -0,974307 0,998504 -1,000000 -0,187043 -0,300284 -0,998135 -0,998223 -0,639551 -0,999990 0,287631 -0,247153 -0,997016 0,999486 0,658089 -0,998620 -0,948371 -0,999997 0,999721 -0,335525 -0,999856 0,919129 -0,999988 0,701983 0,999994 0,999775 1,000000 1,000000 -0,999346 -0,179600 -1,000000 0,999999 0,999999 0,999877 -0,193699 -0,999999 1,000000 1,000000 -1,000000 1,000000 1,000000 -1,000000 1,000000 1,000000 -0,951007 0,949112 0,821032 0,986147 -0,999992 -0,999999 -0,991076 1,000000 0,989345 -0,999335 -0,996354 5,104952
