Neuron_0_of_Layer_0 Neuron_1_of_Layer_0 Neuron_2_of_Layer_0 Neuron_3_of_Layer_0 Neuron_4_of_Layer_0 Neuron_5_of_Layer_0 Neuron_6_of_Layer_0 Neuron_7_of_Layer_0 Neuron_8_of_Layer_0 Neuron_9_of_Layer_0 Neuron_10_of_Layer_0 Neuron_11_of_Layer_0 Neuron_12_of_Layer_0 Neuron_13_of_Layer_0 Neuron_14_of_Layer_0 Neuron_15_of_Layer_0 Neuron_16_of_Layer_0 Neuron_17_of_Layer_0 Neuron_18_of_Layer_0 Neuron_19_of_Layer_0 Neuron_0_of_Layer_1 Neuron_1_of_Layer_1 Neuron_2_of_Layer_1 Neuron_3_of_Layer_1 Neuron_4_of_Layer_1 Neuron_5_of_Layer_1 Neuron_6_of_Layer_1 Neuron_7_of_Layer_1 Neuron_8_of_Layer_1 Neuron_9_of_Layer_1 Neuron_0_of_Layer_2
-1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 0,174849 -0,431988 0,765826 0,788793 0,330644 -0,982634 -0,777966 0,377767 0,002230 0,798088 0,032517
-1,000000 -1,000000 -1,000000 -0,497037 -1,000000 1,000000 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -0,999998 1,000000 -1,000000 0,424795 -0,586635 0,340937 0,697349 0,711311 -0,956508 -0,884861 0,720183 0,569908 0,764513 0,029718
-1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 0,177392 -0,446273 0,766316 0,791021 0,336463 -0,982759 -0,775951 0,386670 0,004643 0,798355 0,031030
-1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 0,177273 -0,452356 0,765858 0,791932 0,338878 -0,982774 -0,775440 0,389693 0,004188 0,798904 0,031369
-1,000000 -1,000000 -1,000000 -0,002187 -1,000000 0,999984 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -0,999996 1,000000 -1,000000 1,000000 -0,999999 1,000000 -1,000000 0,348168 -0,558367 0,514863 0,734521 0,615446 -0,968001 -0,855099 0,636039 0,408532 0,777944 0,030257
-1,000000 -1,000000 -1,000000 0,996956 -1,000000 0,999999 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 0,178627 -0,466629 0,764776 0,793085 0,343801 -0,982760 -0,774991 0,395269 0,005021 0,800832 0,027460
-1,000000 -1,000000 -1,000000 0,999999 -1,000000 1,000000 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 0,999999 -1,000000 0,177339 -0,471559 0,764725 0,794195 0,345519 -0,982808 -0,774205 0,397215 0,003130 0,801547 0,028834
-1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 0,176425 -0,476113 0,764501 0,794872 0,348819 -0,982810 -0,773613 0,400453 0,002276 0,802361 0,030325
-1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 0,176395 -0,482084 0,763790 0,795749 0,350273 -0,982831 -0,773362 0,402121 0,002093 0,803109 0,029698
-1,000000 -1,000000 -1,000000 -0,999973 -1,000000 1,000000 -1,000000 -1,000000 1,000000 1,000000 -1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 1,000000 -1,000000 0,497155 -0,663561 0,125408 0,669225 0,796917 -0,941268 -0,907101 0,800701 0,696096 0,758964 0,030735
