Neuron_0_of_Layer_0 Neuron_1_of_Layer_0 Neuron_2_of_Layer_0 Neuron_3_of_Layer_0 Neuron_4_of_Layer_0 Neuron_5_of_Layer_0 Neuron_6_of_Layer_0 Neuron_7_of_Layer_0 Neuron_8_of_Layer_0 Neuron_9_of_Layer_0 Neuron_10_of_Layer_0 Neuron_11_of_Layer_0 Neuron_12_of_Layer_0 Neuron_13_of_Layer_0 Neuron_14_of_Layer_0 Neuron_15_of_Layer_0 Neuron_16_of_Layer_0 Neuron_17_of_Layer_0 Neuron_18_of_Layer_0 Neuron_19_of_Layer_0 Neuron_0_of_Layer_1
-0,952134 0,893966 0,969882 0,331597 -0,614548 -0,263012 -0,795375 0,568392 -0,521171 -0,901653 0,912367 -0,016228 -0,913149 0,623892 -0,968054 0,192485 0,323567 -0,907368 0,976137 0,967305 -0,876245
0,920611 -0,764700 -0,999846 0,376484 0,693712 0,997725 0,920200 0,628925 -0,585047 0,815608 -0,985699 0,304137 0,889365 -0,765070 0,256998 0,310292 0,310226 0,820842 -0,796457 -0,236706 -0,839633
-0,938099 0,693043 0,956424 0,322438 -0,356658 0,532484 -0,157446 0,605437 -0,556009 -0,733717 0,223077 0,123540 -0,767076 0,329321 -0,878407 0,226296 0,266443 -0,745450 0,767720 0,889224 -0,072248
0,992112 -0,490243 -0,999978 0,503680 0,680679 0,998783 0,896212 0,710391 -0,676117 0,720230 -0,954973 0,403776 0,882544 -0,783676 0,028896 0,438609 0,463172 0,731227 -0,236734 -0,013303 -0,755199
-0,826257 0,390802 0,305174 0,394981 -0,103802 0,892955 0,206727 0,668502 -0,626307 -0,388465 -0,352115 0,216833 -0,399521 0,063510 -0,834415 0,298777 0,337835 -0,396729 0,587750 0,851412 0,807121
-0,987525 0,523288 0,960789 0,382888 -0,346364 0,723078 -0,129452 0,671952 -0,629521 -0,573175 0,006584 0,184580 -0,694972 0,381753 -0,921476 0,276158 0,320546 -0,582024 0,718127 0,932907 0,130270
0,999618 -0,347455 -0,999997 0,541957 0,785436 0,999454 0,934894 0,741374 -0,709913 0,632159 -0,966314 0,442829 0,925080 -0,885748 0,089087 0,481649 0,505648 0,638682 -0,216663 -0,082419 -0,904059
-0,199084 0,221518 -0,826383 0,468037 0,153810 0,973870 0,482326 0,717039 -0,681109 -0,113402 -0,626491 0,308867 0,072494 -0,231426 -0,799156 0,378576 0,416258 -0,116216 0,475999 0,822531 0,959927
-0,996309 0,508149 0,978708 0,434817 -0,401347 0,762983 -0,199168 0,708719 -0,671088 -0,517049 0,041475 0,241138 -0,693079 0,478276 -0,955048 0,328111 0,374401 -0,522281 0,750243 0,964247 0,088551
0,982630 -0,064407 -0,999494 0,517460 0,593010 0,997313 0,820026 0,742424 -0,710109 0,260548 -0,884007 0,385140 0,713587 -0,717282 -0,476933 0,440606 0,472766 0,259852 0,143560 0,507195 -0,048602
0,552296 0,128117 -0,971512 0,502389 0,325771 0,989888 0,621701 0,739576 -0,706590 0,005496 -0,735126 0,351862 0,338904 -0,423462 -0,760172 0,416372 0,453219 0,002671 0,390762 0,788580 0,798233
-0,927624 0,354957 0,403929 0,485379 -0,111726 0,943573 0,180275 0,735800 -0,702035 -0,295057 -0,363693 0,314091 -0,315893 0,134445 -0,923993 0,388985 0,431222 -0,298984 0,638625 0,938922 0,853131
0,984091 -0,065545 -0,999427 0,528704 0,607434 0,997991 0,818426 0,753441 -0,722410 0,231171 -0,875968 0,392189 0,710021 -0,725728 -0,515056 0,449196 0,483141 0,228823 0,147404 0,548710 -0,078413
-0,616893 0,262785 -0,534973 0,505893 0,074809 0,976203 0,380391 0,746963 -0,714774 -0,174838 -0,539869 0,343929 -0,043687 -0,100025 -0,890917 0,413782 0,454258 -0,178557 0,555031 0,910830 0,972853
-0,359517 0,226974 -0,747570 0,513601 0,143818 0,983096 0,446659 0,751360 -0,719783 -0,131370 -0,593431 0,354640 0,058570 -0,186656 -0,875403 0,422834 0,462792 -0,135050 0,519936 0,897491 0,968829
-0,999822 0,602002 0,998857 0,483301 -0,622774 0,543398 -0,502807 0,741398 -0,708172 -0,587170 0,314460 0,292869 -0,833048 0,740773 -0,988095 0,377108 0,425069 -0,590371 0,847717 0,991835 -0,652490
0,999284 -0,241234 -0,999977 0,553963 0,775810 0,999624 0,909982 0,769157 -0,740242 0,388869 -0,934881 0,424472 0,868621 -0,873901 -0,176330 0,477348 0,510389 0,386537 -0,103397 0,198999 -0,842608
-0,896814 0,334587 0,232192 0,517515 -0,076948 0,963933 0,209194 0,756481 -0,725520 -0,260668 -0,399710 0,352080 -0,250634 0,104205 -0,937397 0,423322 0,465438 -0,264431 0,639284 0,951855 0,902591
-0,999968 0,664241 0,999826 0,491567 -0,724722 0,230184 -0,656702 0,747689 -0,715306 -0,645643 0,487487 0,299757 -0,893087 0,836178 -0,993960 0,384474 0,433309 -0,648503 0,889106 0,996137 -0,924360
0,990028 -0,109738 -0,999558 0,553116 0,646160 0,999093 0,838238 0,772073 -0,743444 0,232231 -0,880998 0,413618 0,730977 -0,764310 -0,514588 0,471393 0,507386 0,229240 0,096832 0,552909 -0,288342
-0,999454 0,570477 0,996287 0,509074 -0,556840 0,696773 -0,424756 0,755891 -0,724721 -0,528674 0,204278 0,328742 -0,769180 0,681959 -0,987753 0,407436 0,453675 -0,532001 0,835498 0,991835 -0,435937
0,997348 -0,189016 -0,999891 0,563649 0,719597 0,999570 0,882374 0,778104 -0,750314 0,302526 -0,911353 0,427335 0,805003 -0,831715 -0,364946 0,483361 0,518868 0,299818 -0,018943 0,399416 -0,665067
-0,999171 0,557540 0,994393 0,517311 -0,528288 0,743012 -0,393847 0,760578 -0,730073 -0,507489 0,167085 0,339959 -0,740787 0,654069 -0,987354 0,416993 0,462749 -0,510914 0,829427 0,991643 -0,345339
0,865298 0,033359 -0,991352 0,554964 0,455707 0,997650 0,712255 0,776018 -0,747850 0,066861 -0,787428 0,407325 0,487547 -0,571230 -0,756804 0,469079 0,507596 0,063476 0,303084 0,792346 0,422129
0,900522 0,013810 -0,993794 0,558468 0,481000 0,998077 0,732378 0,778063 -0,750181 0,084383 -0,801472 0,411688 0,518821 -0,600894 -0,739166 0,472966 0,511380 0,081069 0,278133 0,776025 0,336735
-0,937932 0,366380 0,541380 0,539909 -0,138081 0,963095 0,117145 0,771283 -0,742348 -0,288443 -0,322409 0,376316 -0,318163 0,185313 -0,958678 0,446148 0,488813 -0,292263 0,683153 0,970252 0,794489
0,967698 -0,056801 -0,998197 0,567264 0,566259 0,998999 0,795842 0,782865 -0,755661 0,149308 -0,846675 0,423514 0,622757 -0,694621 -0,655171 0,483182 0,521064 0,146281 0,180797 0,695933 0,003307
0,914933 0,000898 -0,994595 0,565837 0,491359 0,998465 0,744969 0,782743 -0,755505 0,089492 -0,809414 0,419554 0,526894 -0,617214 -0,737343 0,480493 0,519075 0,086304 0,263220 0,775349 0,283509
-0,970649 0,407472 0,785683 0,543963 -0,215481 0,949862 0,007375 0,774393 -0,745880 -0,328778 -0,224465 0,379381 -0,408342 0,285166 -0,969774 0,449593 0,492767 -0,332659 0,722980 0,979079 0,600224
-0,124453 0,196219 -0,799863 0,559120 0,186184 0,992738 0,480661 0,780998 -0,753463 -0,109479 -0,612221 0,404739 0,112797 -0,250184 -0,902062 0,469739 0,510484 -0,113142 0,512977 0,924591 0,952950
-0,999975 0,694560 0,999905 0,524454 -0,737951 0,094295 -0,735002 0,767376 -0,737786 -0,636637 0,581648 0,342689 -0,885501 0,855098 -0,996856 0,421522 0,469097 -0,640007 0,914425 0,998234 -0,974110
0,918097 -0,005140 -0,994598 0,574343 0,489220 0,998740 0,751782 0,788138 -0,761644 0,085818 -0,813446 0,428450 0,517779 -0,622347 -0,745533 0,489108 0,527931 0,082807 0,257188 0,784314 0,259286
-0,834426 0,317686 0,114290 0,557645 -0,034121 0,980493 0,229091 0,781610 -0,754132 -0,231990 -0,409745 0,398632 -0,181290 0,040846 -0,951989 0,465890 0,507997 -0,235885 0,645095 0,965802 0,926622
-0,993378 0,485034 0,960469 0,548254 -0,354396 0,902085 -0,212947 0,778092 -0,750082 -0,402193 -0,009053 0,381522 -0,556153 0,460491 -0,983365 0,452638 0,496707 -0,406243 0,789881 0,989318 0,156869
0,964699 -0,059515 -0,997882 0,582602 0,548960 0,999282 0,802103 0,792702 -0,766853 0,130414 -0,850202 0,438975 0,588294 -0,691602 -0,686881 0,498455 0,536928 0,127755 0,180059 0,729170 0,009841
0,994586 -0,173326 -0,999740 0,590142 0,667258 0,999739 0,878459 0,796127 -0,770776 0,232753 -0,906603 0,450807 0,726164 -0,805564 -0,494572 0,508134 0,545605 0,230658 0,006982 0,537010 -0,560597
-0,999823 0,638687 0,999346 0,539910 -0,623957 0,505684 -0,625249 0,775480 -0,747068 -0,558068 0,455061 0,365247 -0,798616 0,759684 -0,995176 0,440230 0,486417 -0,562113 0,889876 0,997281 -0,840247
-0,999867 0,650169 0,999543 0,540328 -0,639517 0,445510 -0,654211 0,775936 -0,747587 -0,568046 0,494732 0,365272 -0,809493 0,775273 -0,995714 0,440409 0,486753 -0,572134 0,896420 0,997625 -0,883375
-0,851992 0,328474 0,238715 0,566853 -0,046534 0,981332 0,200469 0,787359 -0,760691 -0,239172 -0,376468 0,408784 -0,194814 0,051203 -0,958631 0,475420 0,517666 -0,243172 0,660475 0,971526 0,906709
-0,999840 0,646266 0,999481 0,543399 -0,624731 0,476292 -0,650173 0,777725 -0,749634 -0,558939 0,497582 0,369248 -0,796052 0,763272 -0,995685 0,443853 0,490082 -0,563189 0,895379 0,997636 -0,869766
