Neuron_0_of_Layer_0 Neuron_1_of_Layer_0 Neuron_2_of_Layer_0 Neuron_3_of_Layer_0 Neuron_4_of_Layer_0 Neuron_5_of_Layer_0 Neuron_6_of_Layer_0 Neuron_7_of_Layer_0 Neuron_8_of_Layer_0 Neuron_9_of_Layer_0 Neuron_10_of_Layer_0 Neuron_11_of_Layer_0 Neuron_12_of_Layer_0 Neuron_13_of_Layer_0 Neuron_14_of_Layer_0 Neuron_15_of_Layer_0 Neuron_16_of_Layer_0 Neuron_17_of_Layer_0 Neuron_18_of_Layer_0 Neuron_19_of_Layer_0 Neuron_0_of_Layer_1
0,166334 0,324825 0,617615 0,171115 -0,036133 -0,211776 -0,074640 -0,457697 -0,037509 0,749833 0,842064 0,410461 0,559858 -0,630879 0,016881 -0,002921 -0,409569 0,194403 -0,152816 0,442560 0,898399
0,210773 0,376681 0,671073 -0,667880 -0,836891 -0,991129 0,759431 -0,514201 -0,899476 0,984946 0,004283 -0,907571 -0,248443 0,995764 -0,981506 -0,864281 -0,465518 -0,914393 -0,281362 0,896259 -0,723646
0,221474 0,414135 0,705432 -0,160643 -0,416104 -0,858898 0,294122 -0,555228 -0,483045 0,954550 0,796932 -0,235220 0,416999 0,541063 -0,709522 -0,428061 -0,507450 -0,397558 -0,270733 0,653089 0,725743
0,241626 0,448269 0,727953 0,601733 0,525911 0,945984 -0,566316 -0,585696 0,657261 0,633074 0,989249 0,898464 0,870602 -0,999046 0,896149 0,611906 -0,539984 0,810965 -0,298510 0,129361 0,115001
0,237548 0,446614 0,734377 -0,708173 -0,850593 -0,999761 0,797427 -0,590718 -0,919439 0,997978 0,042378 -0,929608 -0,233546 0,999805 -0,994809 -0,886254 -0,543561 -0,935371 -0,306762 0,878908 -0,867894
0,253385 0,466796 0,745135 -0,078696 -0,304877 -0,868495 0,203523 -0,606577 -0,347982 0,976522 0,896148 -0,070750 0,520825 0,284461 -0,605680 -0,308840 -0,561048 -0,247082 -0,327020 0,642462 0,875010
0,262353 0,475545 0,749777 0,629252 0,553150 0,972703 -0,597616 -0,613198 0,699369 0,674426 0,994026 0,909392 0,887128 -0,999530 0,932173 0,646251 -0,568336 0,834989 -0,336150 0,123727 -0,037529
0,266570 0,486510 0,758315 -0,377737 -0,584152 -0,992463 0,501913 -0,624723 -0,679722 0,994682 0,752452 -0,596808 0,260551 0,968601 -0,929334 -0,624708 -0,580329 -0,669070 -0,351110 0,779460 0,183666
0,269921 0,488913 0,759932 0,300845 0,130668 0,278931 -0,216008 -0,626680 0,220217 0,933619 0,978005 0,597183 0,755877 -0,945553 0,393683 0,196424 -0,582377 0,414170 -0,352899 0,437580 0,889954
0,279177 0,502572 0,767838 -0,569783 -0,736313 -0,999263 0,675865 -0,638411 -0,830805 0,998432 0,521999 -0,827506 0,019947 0,997975 -0,984147 -0,783241 -0,595144 -0,845982 -0,371229 0,860260 -0,507215
0,271673 0,492634 0,763830 0,727254 0,670590 0,995200 -0,707833 -0,631248 0,808043 0,497021 0,997902 0,955577 0,924429 -0,999922 0,976219 0,759201 -0,586880 0,907014 -0,355879 -0,070084 -0,567179
0,290911 0,515704 0,775163 -0,704883 -0,831135 -0,999915 0,788791 -0,649151 -0,908813 0,999499 0,174993 -0,928176 -0,209338 0,999834 -0,996079 -0,873224 -0,606871 -0,927130 -0,388054 0,913014 -0,906231
0,278598 0,503532 0,770869 0,611554 0,515559 0,970648 -0,572462 -0,641200 0,665653 0,756506 0,996203 0,903402 0,888257 -0,999157 0,916978 0,612731 -0,597510 0,812634 -0,369260 0,097711 -0,031388
0,276255 0,502882 0,771532 0,802866 0,763010 0,999202 -0,791969 -0,641614 0,879565 0,187024 0,999212 0,979460 0,949399 -0,999988 0,991489 0,839771 -0,597694 0,948780 -0,367264 -0,275969 -0,898226
0,281025 0,509111 0,775029 0,717946 0,650339 0,995205 -0,694058 -0,646817 0,790769 0,543527 0,998452 0,955326 0,925013 -0,999886 0,971433 0,741906 -0,603374 0,898213 -0,375301 -0,103465 -0,574766
0,294594 0,521884 0,780690 -0,037992 -0,254967 -0,860030 0,158384 -0,656003 -0,285490 0,988852 0,946144 0,002760 0,571633 0,202774 -0,588946 -0,252550 -0,613789 -0,171079 -0,393513 0,671471 0,903591
0,291996 0,521105 0,781184 0,347198 0,175135 0,506801 -0,264178 -0,656242 0,275791 0,943316 0,989040 0,671270 0,789342 -0,959629 0,459423 0,248985 -0,613809 0,477602 -0,391377 0,395073 0,805251
0,290531 0,521517 0,782130 0,579448 0,463711 0,961619 -0,530758 -0,657285 0,611448 0,813478 0,996857 0,891222 0,882767 -0,998341 0,878528 0,561576 -0,614763 0,776232 -0,390985 0,109764 0,056417
0,308714 0,535703 0,787909 -0,548513 -0,711819 -0,999374 0,652364 -0,666893 -0,809184 0,999224 0,584500 -0,829728 0,038731 0,997656 -0,983970 -0,759816 -0,625796 -0,824545 -0,411921 0,891871 -0,576870
0,304765 0,534143 0,788034 -0,132828 -0,350253 -0,943587 0,256171 -0,666585 -0,407715 0,993981 0,930235 -0,195977 0,499678 0,650968 -0,759742 -0,363341 -0,625204 -0,325740 -0,408617 0,733859 0,717171
0,297523 0,530820 0,787565 0,547689 0,417275 0,947845 -0,491187 -0,665238 0,560854 0,850799 0,996878 0,875527 0,874527 -0,997142 0,832960 0,514073 -0,623382 0,739525 -0,402464 0,140495 0,154683
0,306557 0,537668 0,790501 0,025021 -0,192233 -0,771302 0,092263 -0,669997 -0,204984 0,988895 0,965220 0,128582 0,616117 -0,056364 -0,498719 -0,178202 -0,628798 -0,065358 -0,412421 0,651410 0,945725
0,295060 0,532591 0,789571 0,825457 0,778311 0,999790 -0,810801 -0,667765 0,889376 -0,003445 0,999746 0,987891 0,961743 -0,999994 0,992810 0,853128 -0,625885 0,956497 -0,403181 -0,452110 -0,973845
0,303763 0,538685 0,792058 0,513452 0,368302 0,927627 -0,448796 -0,671865 0,505479 0,882171 0,996807 0,856631 0,864902 -0,995094 0,770714 0,462799 -0,630586 0,697356 -0,412237 0,176656 0,261143
0,300335 0,538342 0,792588 0,775045 0,707609 0,999298 -0,750935 -0,672341 0,836380 0,296758 0,999607 0,979415 0,949880 -0,999970 0,982691 0,793929 -0,630927 0,929587 -0,410685 -0,341142 -0,902625
0,319805 0,549828 0,796860 -0,480558 -0,653739 -0,998995 0,586855 -0,679603 -0,753736 0,999275 0,693269 -0,781520 0,106318 0,995279 -0,975083 -0,700125 -0,639377 -0,762251 -0,428474 0,890048 -0,432469
0,303405 0,542505 0,794938 0,783846 0,715978 0,999531 -0,759188 -0,675831 0,842711 0,234593 0,999699 0,982408 0,953667 -0,999978 0,983918 0,801254 -0,634729 0,933829 -0,415832 -0,383794 -0,932094
0,322018 0,553120 0,798944 -0,431739 -0,612897 -0,998337 0,540862 -0,682588 -0,712347 0,999147 0,756774 -0,730794 0,164254 0,991529 -0,965355 -0,656934 -0,642569 -0,713098 -0,432236 0,879193 -0,276774
0,315542 0,551046 0,798724 0,254197 0,051141 0,157295 -0,152950 -0,681873 0,113422 0,973545 0,990039 0,570613 0,753457 -0,857376 0,069773 0,108220 -0,641559 0,320773 -0,428100 0,478547 0,927888
0,315437 0,552056 0,799475 0,375987 0,190650 0,702810 -0,287332 -0,682915 0,291511 0,950373 0,994873 0,740937 0,813280 -0,966639 0,423682 0,268192 -0,642649 0,508903 -0,429048 0,343154 0,696174
0,318120 0,554469 0,800713 0,276459 0,074268 0,289164 -0,176369 -0,684804 0,142984 0,971584 0,991705 0,611138 0,765713 -0,886891 0,118186 0,135209 -0,644735 0,355569 -0,432231 0,455338 0,904136
0,315246 0,554138 0,800976 0,589745 0,451074 0,983818 -0,528726 -0,685016 0,594805 0,815649 0,998771 0,921585 0,898874 -0,998612 0,847168 0,549997 -0,644858 0,776025 -0,431053 0,005469 -0,136576
0,317732 0,556444 0,802171 0,524488 0,366955 0,958194 -0,452881 -0,686835 0,501866 0,881901 0,998163 0,884723 0,876172 -0,995978 0,744819 0,462072 -0,646864 0,703443 -0,434070 0,116836 0,144337
0,318312 0,557549 0,802845 0,557575 0,406765 0,975837 -0,489732 -0,687817 0,546331 0,853024 0,998611 0,907684 0,888901 -0,997672 0,795036 0,504188 -0,647920 0,740373 -0,435345 0,054745 -0,003850
0,321465 0,560232 0,804188 0,448717 0,271096 0,890875 -0,365260 -0,689886 0,389176 0,928101 0,997297 0,830627 0,847481 -0,987703 0,574213 0,358252 -0,650214 0,607278 -0,438909 0,229622 0,425453
0,321310 0,561162 0,804851 0,552774 0,397964 0,976708 -0,482478 -0,690820 0,536228 0,857663 0,998713 0,909118 0,888442 -0,997570 0,780030 0,494976 -0,651198 0,734027 -0,439803 0,050171 -0,012719
0,321743 0,561892 0,805294 0,566445 0,413335 0,982266 -0,497037 -0,691464 0,553115 0,843735 0,998895 0,918687 0,893998 -0,998103 0,797674 0,511166 -0,651892 0,748269 -0,440664 0,020998 -0,078023
0,320669 0,562445 0,805836 0,702759 0,588725 0,998767 -0,653677 -0,692183 0,731983 0,548218 0,999677 0,972510 0,937806 -0,999877 0,940954 0,686274 -0,652619 0,874845 -0,440943 -0,278834 -0,776706
0,337891 0,572083 0,809742 -0,487823 -0,647919 -0,999642 0,581688 -0,698622 -0,748639 0,999702 0,648438 -0,828855 0,028493 0,997963 -0,980251 -0,693540 -0,659998 -0,759394 -0,455176 0,915021 -0,650823
0,329964 0,568917 0,808810 0,265870 0,055734 0,298974 -0,161236 -0,696892 0,117187 0,977479 0,993561 0,626066 0,761754 -0,865922 0,003869 0,114179 -0,657909 0,336029 -0,449910 0,456995 0,908289
